PM2.5,value
29.39708333333333,29.39708333333333
24.26375,24.26375
21.213809523809523,21.213809523809523
24.366666666666667,24.366666666666667
26.872857142857146,26.872857142857146
27.935833333333335,27.935833333333335
24.519583333333333,24.519583333333333
22.602500000000003,22.602500000000003
22.11952380952381,22.11952380952381
28.873809523809523,28.873809523809523
32.330000000000005,32.330000000000005
32.940000000000005,32.940000000000005
30.734761904761903,30.734761904761903
27.764347826086958,27.764347826086958
25.710416666666664,25.710416666666664
24.813333333333333,24.813333333333333
22.39047619047619,22.39047619047619
21.72375,21.72375
22.073500000000003,22.073500000000003
21.382499999999997,21.382499999999997
20.415,20.415
20.08086956521739,20.08086956521739
21.895,21.895
23.882173913043477,23.882173913043477
23.105416666666667,23.105416666666667
21.96875,21.96875
22.30826086956522,22.30826086956522
23.255,23.255
24.869565217391305,24.869565217391305
25.877916666666668,25.877916666666668
25.027083333333334,25.027083333333334
25.29875,25.29875
28.46375,28.46375
28.402916666666666,28.402916666666666
28.66625,28.66625
30.349545454545456,30.349545454545456
34.47541666666667,34.47541666666667
39.180416666666666,39.180416666666666
35.06416666666667,35.06416666666667
37.281666666666666,37.281666666666666
34.249583333333334,34.249583333333334
30.516666666666666,30.516666666666666
25.544166666666666,25.544166666666666
23.076666666666668,23.076666666666668
28.299333333333333,28.299333333333333
24.387083333333333,24.387083333333333
21.313333333333333,21.313333333333333
22.83666666666667,22.83666666666667
30.079166666666666,30.079166666666666
24.37181818181818,24.37181818181818
21.245416666666667,21.245416666666667
21.435000000000002,21.435000000000002
22.895833333333332,22.895833333333332
23.41695652173913,23.41695652173913
21.89,21.89
21.117916666666666,21.117916666666666
21.142916666666668,21.142916666666668
21.864166666666666,21.864166666666666
23.83409090909091,23.83409090909091
21.173750000000002,21.173750000000002
21.018333333333334,21.018333333333334
23.053749999999997,23.053749999999997
26.053749999999997,26.053749999999997
26.65833333333333,26.65833333333333
28.976250000000004,28.976250000000004
26.440416666666668,26.440416666666668
24.110833333333332,24.110833333333332
22.177083333333332,22.177083333333332
22.332083333333333,22.332083333333333
25.8025,25.8025
28.078333333333333,28.078333333333333
27.075833333333335,27.075833333333335
24.546666666666667,24.546666666666667
24.041999999999998,24.041999999999998
25.29214285714286,25.29214285714286
27.183333333333334,27.183333333333334
28.22583333333333,28.22583333333333
27.372083333333332,27.372083333333332
29.011666666666667,29.011666666666667
31.015454545454546,31.015454545454546
33.480000000000004,33.480000000000004
30.552380952380954,30.552380952380954
33.21541666666666,33.21541666666666
36.17,36.17
37.70125,37.70125
35.765,35.765
27.154736842105265,27.154736842105265
24.267916666666665,24.267916666666665
26.22304347826087,26.22304347826087
27.287499999999998,27.287499999999998
30.59090909090909,30.59090909090909
35.55708333333333,35.55708333333333
40.05125,40.05125
41.54625,41.54625
38.420833333333334,38.420833333333334
40.34625,40.34625
40.37291666666667,40.37291666666667
39.92916666666667,39.92916666666667
41.737500000000004,41.737500000000004
42.80125,42.80125
45.79083333333333,45.79083333333333
49.01608695652173,49.01608695652173
51.73333333333333,51.73333333333333
55.35833333333333,55.35833333333333
53.1275,53.1275
50.86041666666667,50.86041666666667
45.217083333333335,45.217083333333335
45.09375,45.09375
50.333333333333336,50.333333333333336
52.314166666666665,52.314166666666665
59.451249999999995,59.451249999999995
58.62041666666667,58.62041666666667
57.34458333333333,57.34458333333333
57.37583333333333,57.37583333333333
58.268750000000004,58.268750000000004
65.86083333333333,65.86083333333333
61.50260869565217,61.50260869565217
63.58208333333334,63.58208333333334
66.6025,66.6025
71.17739130434782,71.17739130434782
69.41954545454546,69.41954545454546
66.97652173913043,66.97652173913043
75.16863636363637,75.16863636363637
64.6895652173913,64.6895652173913
65.2109090909091,65.2109090909091
62.80833333333333,62.80833333333333
62.8775,62.8775
64.22041666666667,64.22041666666667
58.535,58.535
52.869166666666665,52.869166666666665
54.57416666666666,54.57416666666666
68.33333333333333,68.33333333333333
69.41250000000001,69.41250000000001
110.10166666666667,110.10166666666667
106.65772727272726,106.65772727272726
86.09375,86.09375
89.86434782608696,89.86434782608696
81.6125,81.6125
86.37583333333333,86.37583333333333
84.27863636363637,84.27863636363637
77.11565217391305,77.11565217391305
69.6740909090909,69.6740909090909
65.51545454545455,65.51545454545455
70.82136363636363,70.82136363636363
68.12565217391305,68.12565217391305
73.90636363636364,73.90636363636364
85.95,85.95
75.86208333333333,75.86208333333333
77.06421052631579,77.06421052631579
73.48636363636363,73.48636363636363
73.35260869565217,73.35260869565217
74.80333333333333,74.80333333333333
83.56272727272727,83.56272727272727
77.77000000000001,77.77000000000001
84.21900000000001,84.21900000000001
84.40875,84.40875
80.35347826086957,80.35347826086957
79.86041666666667,79.86041666666667
84.20416666666667,84.20416666666667
86.95291666666667,86.95291666666667
85.50583333333333,85.50583333333333
89.58285714285714,89.58285714285714
82.61,82.61
84.70565217391304,84.70565217391304
89.52521739130434,89.52521739130434
86.58083333333333,86.58083333333333
92.2225,92.2225
78.01833333333333,78.01833333333333
71.37083333333334,71.37083333333334
73.53761904761905,73.53761904761905
69.28173913043479,69.28173913043479
70.08583333333333,70.08583333333333
64.15666666666667,64.15666666666667
69.34769230769231,69.34769230769231
98.10454545454546,98.10454545454546
86.91434782608695,86.91434782608695
82.04400000000001,82.04400000000001
83.670625,83.670625
86.64999999999999,86.64999999999999
91.05130434782608,91.05130434782608
91.53,91.53
81.91799999999999,81.91799999999999
114.89,114.89
103.43133333333334,103.43133333333334
104.25708333333334,104.25708333333334
118.78458333333333,118.78458333333333
102.85708333333334,102.85708333333334
102.28041666666667,102.28041666666667
99.84166666666665,99.84166666666665
93.73791666666666,93.73791666666666
88.59666666666668,88.59666666666668
81.91875,81.91875
85.58416666666666,85.58416666666666
91.23916666666666,91.23916666666666
99.30083333333333,99.30083333333333
102.01041666666667,102.01041666666667
97.63333333333333,97.63333333333333
81.5925,81.5925
77.47791666666667,77.47791666666667
97.88499999999999,97.88499999999999
97.90249999999999,97.90249999999999
93.93208333333332,93.93208333333332
90.10000000000001,90.10000000000001
91.31083333333333,91.31083333333333
74.58458333333333,74.58458333333333
64.52333333333333,64.52333333333333
65.135,65.135
70.67041666666667,70.67041666666667
60.445,60.445
54.14681818181818,54.14681818181818
55.04136363636364,55.04136363636364
55.34916666666667,55.34916666666667
57.88333333333333,57.88333333333333
69.70916666666666,69.70916666666666
83.21583333333334,83.21583333333334
71.96833333333333,71.96833333333333
76.50791666666667,76.50791666666667
75.35375,75.35375
77.58125,77.58125
85.14083333333333,85.14083333333333
82.16041666666666,82.16041666666666
67.55916666666667,67.55916666666667
57.58916666666667,57.58916666666667
52.0875,52.0875
58.268750000000004,58.268750000000004
66.09333333333333,66.09333333333333
72.83041666666666,72.83041666666666
81.17833333333333,81.17833333333333
69.54083333333334,69.54083333333334
56.138749999999995,56.138749999999995
51.31666666666666,51.31666666666666
52.882083333333334,52.882083333333334
58.119166666666665,58.119166666666665
59.5225,59.5225
58.01708333333334,58.01708333333334
58.76666666666667,58.76666666666667
57.856500000000004,57.856500000000004
50.763749999999995,50.763749999999995
53.9575,53.9575
53.12708333333333,53.12708333333333
48.52125,48.52125
39.94625,39.94625
41.22375,41.22375
47.44571428571429,47.44571428571429
53.27708333333334,53.27708333333334
51.62875,51.62875
51.66916666666666,51.66916666666666
49.10608695652174,49.10608695652174
48.27608695652174,48.27608695652174
51.465833333333336,51.465833333333336
53.51521739130435,53.51521739130435
47.227391304347826,47.227391304347826
53.00583333333333,53.00583333333333
48.657916666666665,48.657916666666665
49.298750000000005,49.298750000000005
55.5425,55.5425
52.32826086956521,52.32826086956521
48.64791666666667,48.64791666666667
44.913333333333334,44.913333333333334
50.17250000000001,50.17250000000001
51.01727272727272,51.01727272727272
49.349583333333335,49.349583333333335
46.43875,46.43875
50.407916666666665,50.407916666666665
40.074999999999996,40.074999999999996
43.85181818181818,43.85181818181818
50.451249999999995,50.451249999999995
53.72958333333333,53.72958333333333
48.97833333333333,48.97833333333333
51.9125,51.9125
59.23,59.23
60.04666666666666,60.04666666666666
61.65708333333333,61.65708333333333
47.29125,47.29125
44.155,44.155
47.509166666666665,47.509166666666665
52.08916666666667,52.08916666666667
52.0047619047619,52.0047619047619
49.262,49.262
44.945,44.945
38.11571428571428,38.11571428571428
41.75826086956522,41.75826086956522
47.65277777777778,47.65277777777778
46.002916666666664,46.002916666666664
43.18083333333333,43.18083333333333
43.345,43.345
47.2845,47.2845
41.785833333333336,41.785833333333336
42.43565217391304,42.43565217391304
48.655,48.655
33.73583333333333,33.73583333333333
33.46375,33.46375
34.454166666666666,34.454166666666666
37.75791666666667,37.75791666666667
40.38458333333333,40.38458333333333
44.81166666666667,44.81166666666667
43.909166666666664,43.909166666666664
45.88625,45.88625
48.63916666666666,48.63916666666666
44.975833333333334,44.975833333333334
33.514583333333334,33.514583333333334
45.8025,45.8025
47.46083333333333,47.46083333333333
46.93833333333333,46.93833333333333
44.30875,44.30875
44.46083333333333,44.46083333333333
39.87,39.87
41.557916666666664,41.557916666666664
43.33708333333333,43.33708333333333
47.192499999999995,47.192499999999995
51.144285714285715,51.144285714285715
51.53130434782609,51.53130434782609
50.324285714285715,50.324285714285715
43.35818181818182,43.35818181818182
43.66608695652174,43.66608695652174
52.837391304347825,52.837391304347825
46.74133333333334,46.74133333333334
38.23761904761905,38.23761904761905
44.26285714285714,44.26285714285714
40.25476190476191,40.25476190476191
41.49333333333333,41.49333333333333
37.76958333333334,37.76958333333334
39.62416666666667,39.62416666666667
48.66545454545455,48.66545454545455
39.731875,39.731875
40.9475,40.9475
39.585454545454546,39.585454545454546
36.31333333333333,36.31333333333333
36.13782608695652,36.13782608695652
37.21125,37.21125
35.943333333333335,35.943333333333335
35.04611111111112,35.04611111111112
39.59863636363636,39.59863636363636
42.116956521739134,42.116956521739134
40.30318181818182,40.30318181818182
39.00941176470588,39.00941176470588
37.65190476190477,37.65190476190477
34.035,34.035
33.20173913043478,33.20173913043478
39.83,39.83
35.410555555555554,35.410555555555554
32.96523809523809,32.96523809523809
28.34705882352941,28.34705882352941
31.599166666666665,31.599166666666665
32.831,32.831
33.88466666666667,33.88466666666667
27.564,27.564
26.971176470588233,26.971176470588233
29.855,29.855
34.51347826086956,34.51347826086956
28.153333333333332,28.153333333333332
28.98764705882353,28.98764705882353
28.52058823529412,28.52058823529412
31.678,31.678
29.34333333333333,29.34333333333333
31.082,31.082
24.808333333333334,24.808333333333334
24.42625,24.42625
22.1975,22.1975
23.672916666666666,23.672916666666666
26.302083333333332,26.302083333333332
21.204166666666666,21.204166666666666
26.677916666666665,26.677916666666665
29.81833333333333,29.81833333333333
25.697916666666668,25.697916666666668
20.085416666666667,20.085416666666667
23.245416666666667,23.245416666666667
19.832916666666666,19.832916666666666
18.263478260869565,18.263478260869565
21.277368421052632,21.277368421052632
20.015625,20.015625
19.351666666666667,19.351666666666667
21.4235,21.4235
21.622666666666667,21.622666666666667
26.16470588235294,26.16470588235294
33.01052631578948,33.01052631578948
31.008125,31.008125
22.389565217391304,22.389565217391304
28.434583333333332,28.434583333333332
27.084999999999997,27.084999999999997
26.454090909090908,26.454090909090908
27.75611111111111,27.75611111111111
27.33125,27.33125
25.980625,25.980625
23.755294117647058,23.755294117647058
26.059166666666666,26.059166666666666
22.56625,22.56625
20.587142857142858,20.587142857142858
19.872941176470587,19.872941176470587
19.066315789473684,19.066315789473684
21.019545454545455,21.019545454545455
18.324444444444445,18.324444444444445
16.155555555555555,16.155555555555555
13.965,13.965
17.209333333333333,17.209333333333333
18.02842105263158,18.02842105263158
17.769375,17.769375
17.97909090909091,17.97909090909091
19.488823529411764,19.488823529411764
19.050555555555558,19.050555555555558
18.413846153846155,18.413846153846155
14.9925,14.9925
17.576,17.576
16.483333333333334,16.483333333333334
19.54222222222222,19.54222222222222
21.915,21.915
22.68136363636364,22.68136363636364
22.544666666666668,22.544666666666668
19.745555555555555,19.745555555555555
17.770666666666667,17.770666666666667
18.085454545454546,18.085454545454546
19.745,19.745
22.9925,22.9925
19.730833333333333,19.730833333333333
20.156666666666666,20.156666666666666
24.14833333333333,24.14833333333333
22.566666666666666,22.566666666666666
23.285,23.285
20.93583333333333,20.93583333333333
15.6075,15.6075
17.814583333333335,17.814583333333335
19.795,19.795
18.321538461538463,18.321538461538463
18.21125,18.21125
14.388636363636364,14.388636363636364
16.150000000000002,16.150000000000002
15.970416666666667,15.970416666666667
19.147916666666667,19.147916666666667
18.094166666666666,18.094166666666666
15.62,15.62
16.580000000000002,16.580000000000002
18.175,18.175
17.51888888888889,17.51888888888889
21.09315789473684,21.09315789473684
26.2095652173913,26.2095652173913
27.72,27.72
26.07913043478261,26.07913043478261
22.6975,22.6975
20.875714285714285,20.875714285714285
27.314285714285713,27.314285714285713
24.114375,24.114375
25.450769230769232,25.450769230769232
27.877272727272725,27.877272727272725
23.728571428571428,23.728571428571428
24.6925,24.6925
23.134999999999998,23.134999999999998
20.996666666666666,20.996666666666666
26.431875,26.431875
22.531176470588235,22.531176470588235
22.816666666666666,22.816666666666666
19.626875,19.626875
17.447499999999998,17.447499999999998
18.32875,18.32875
17.476666666666667,17.476666666666667
22.62,22.62
21.8525,21.8525
26.537,26.537
29.311111111111114,29.311111111111114
31.88769230769231,31.88769230769231
34.7775,34.7775
37.767272727272726,37.767272727272726
41.08210526315789,41.08210526315789
35.48222222222222,35.48222222222222
39.97818181818182,39.97818181818182
38.538,38.538
40.99909090909091,40.99909090909091
47.088499999999996,47.088499999999996
48.22217391304348,48.22217391304348
53.26624999999999,53.26624999999999
47.57052631578947,47.57052631578947
51.0235,51.0235
52.178636363636365,52.178636363636365
42.68666666666667,42.68666666666667
44.451249999999995,44.451249999999995
45.31458333333333,45.31458333333333
47.19708333333333,47.19708333333333
47.44375,47.44375
48.0975,48.0975
44.62875,44.62875
40.05708333333333,40.05708333333333
42.845416666666665,42.845416666666665
54.625416666666666,54.625416666666666
84.06083333333333,84.06083333333333
62.8125,62.8125
64.5023076923077,64.5023076923077
69.33,69.33
77.1575,77.1575
75.58458333333333,75.58458333333333
79.73666666666666,79.73666666666666
78.54333333333334,78.54333333333334
73.53041666666667,73.53041666666667
69.08916666666667,69.08916666666667
61.60458333333333,61.60458333333333
57.89958333333333,57.89958333333333
57.041666666666664,57.041666666666664
57.225,57.225
65.91125,65.91125
79.065,79.065
78.60625,78.60625
76.17375,76.17375
72.38875,72.38875
64.34875,64.34875
62.665,62.665
67.64166666666667,67.64166666666667
67.73041666666667,67.73041666666667
72.75208333333333,72.75208333333333
75.325,75.325
74.31125,74.31125
74.2225,74.2225
69.57041666666667,69.57041666666667
70.7675,70.7675
67.30208333333333,67.30208333333333
62.74166666666667,62.74166666666667
54.975,54.975
59.44166666666666,59.44166666666666
63.19958333333333,63.19958333333333
62.01136363636363,62.01136363636363
62.41458333333333,62.41458333333333
68.25125,68.25125
71.44166666666668,71.44166666666668
78.85666666666667,78.85666666666667
77.01583333333333,77.01583333333333
76.085,76.085
70.99041666666666,70.99041666666666
76.70375,76.70375
83.44166666666666,83.44166666666666
85.19833333333334,85.19833333333334
69.41,69.41
48.180416666666666,48.180416666666666
47.19833333333333,47.19833333333333
49.470416666666665,49.470416666666665
50.23333333333333,50.23333333333333
54.99583333333334,54.99583333333334
63.06458333333333,63.06458333333333
70.79208333333334,70.79208333333334
83.83624999999999,83.83624999999999
81.26708333333333,81.26708333333333
74.22083333333333,74.22083333333333
76.67708333333333,76.67708333333333
82.58916666666667,82.58916666666667
77.78,77.78
75.80208333333333,75.80208333333333
71.16608695652174,71.16608695652174
78.6225,78.6225
83.90791666666667,83.90791666666667
81.78125,81.78125
93.30583333333334,93.30583333333334
87.04208333333334,87.04208333333334
71.38583333333334,71.38583333333334
61.43291666666667,61.43291666666667
65.51541666666667,65.51541666666667
59.9075,59.9075
58.4075,58.4075
62.747083333333336,62.747083333333336
59.61416666666667,59.61416666666667
57.32958333333334,57.32958333333334
58.384166666666665,58.384166666666665
69.04416666666667,69.04416666666667
77.99041666666666,77.99041666666666
77.18416666666667,77.18416666666667
74.38916666666667,74.38916666666667
72.09333333333333,72.09333333333333
63.6825,63.6825
63.201249999999995,63.201249999999995
60.01291666666666,60.01291666666666
55.18375,55.18375
61.785833333333336,61.785833333333336
68.49083333333333,68.49083333333333
66.12208333333334,66.12208333333334
56.706250000000004,56.706250000000004
55.68130434782609,55.68130434782609
74.03750000000001,74.03750000000001
71.76583333333333,71.76583333333333
73.16166666666668,73.16166666666668
62.49916666666667,62.49916666666667
55.77875,55.77875
53.915416666666665,53.915416666666665
51.242916666666666,51.242916666666666
55.155833333333334,55.155833333333334
50.66416666666667,50.66416666666667
56.568333333333335,56.568333333333335
62.845416666666665,62.845416666666665
61.62916666666666,61.62916666666666
55.88125,55.88125
57.34375,57.34375
58.365833333333335,58.365833333333335
59.5425,59.5425
63.12583333333333,63.12583333333333
66.78833333333334,66.78833333333334
67.19041666666666,67.19041666666666
65.92625,65.92625
58.504999999999995,58.504999999999995
57.16458333333333,57.16458333333333
61.51666666666667,61.51666666666667
67.59166666666667,67.59166666666667
62.137499999999996,62.137499999999996
61.80125,61.80125
59.20333333333334,59.20333333333334
52.48208333333333,52.48208333333333
53.67875,53.67875
54.87625,54.87625
52.13916666666666,52.13916666666666
49.41791666666666,49.41791666666666
50.93875,50.93875
52.404583333333335,52.404583333333335
52.25333333333333,52.25333333333333
52.165416666666665,52.165416666666665
48.63833333333333,48.63833333333333
53.75375,53.75375
49.794999999999995,49.794999999999995
43.9175,43.9175
37.52166666666667,37.52166666666667
31.66208333333333,31.66208333333333
33.16458333333333,33.16458333333333
34.427083333333336,34.427083333333336
39.52125,39.52125
38.097500000000004,38.097500000000004
34.11708333333333,34.11708333333333
35.27166666666667,35.27166666666667
36.52791666666666,36.52791666666666
36.32625,36.32625
38.0775,38.0775
41.365,41.365
44.13791666666666,44.13791666666666
44.02708333333334,44.02708333333334
45.428333333333335,45.428333333333335
42.30125,42.30125
40.069583333333334,40.069583333333334
34.83833333333333,34.83833333333333
36.765,36.765
37.736666666666665,37.736666666666665
34.615833333333335,34.615833333333335
31.560000000000002,31.560000000000002
30.02916666666667,30.02916666666667
28.484166666666667,28.484166666666667
27.056250000000002,27.056250000000002
29.738333333333333,29.738333333333333
33.757083333333334,33.757083333333334
34.308749999999996,34.308749999999996
33.43875,33.43875
31.320416666666663,31.320416666666663
32.639583333333334,32.639583333333334
36.70478260869565,36.70478260869565
35.018750000000004,35.018750000000004
31.859583333333333,31.859583333333333
30.260833333333334,30.260833333333334
34.33625,34.33625
34.14541666666667,34.14541666666667
39.14125,39.14125
36.65958333333334,36.65958333333334
40.07458333333333,40.07458333333333
40.580416666666665,40.580416666666665
37.70708333333334,37.70708333333334
34.72217391304348,34.72217391304348
36.45125,36.45125
30.12375,30.12375
27.01625,27.01625
27.241666666666664,27.241666666666664
23.11375,23.11375
24.97083333333333,24.97083333333333
27.315833333333334,27.315833333333334
26.44125,26.44125
25.17,25.17
23.250833333333333,23.250833333333333
21.15375,21.15375
24.23125,24.23125
27.76125,27.76125
30.24875,30.24875
27.22458333333333,27.22458333333333
26.26375,26.26375
27.314999999999998,27.314999999999998
24.330833333333334,24.330833333333334
23.43625,23.43625
24.410833333333333,24.410833333333333
23.297083333333333,23.297083333333333
27.801666666666666,27.801666666666666
30.235833333333332,30.235833333333332
27.3625,27.3625
25.438333333333333,25.438333333333333
28.3025,28.3025
30.351666666666663,30.351666666666663
29.580416666666665,29.580416666666665
28.802083333333332,28.802083333333332
30.307083333333335,30.307083333333335
32.56916666666667,32.56916666666667
33.262499999999996,33.262499999999996
33.013333333333335,33.013333333333335
31.39,31.39
30.330416666666668,30.330416666666668
33.7475,33.7475
31.53833333333333,31.53833333333333
29.96875,29.96875
28.615,28.615
28.790833333333335,28.790833333333335
27.413749999999997,27.413749999999997
26.08791666666667,26.08791666666667
24.94125,24.94125
23.440833333333334,23.440833333333334
20.331666666666667,20.331666666666667
22.219166666666666,22.219166666666666
22.995416666666667,22.995416666666667
23.086250000000003,23.086250000000003
21.97875,21.97875
19.754166666666666,19.754166666666666
21.624166666666667,21.624166666666667
22.353333333333335,22.353333333333335
25.6725,25.6725
27.782916666666665,27.782916666666665
27.45125,27.45125
25.547083333333333,25.547083333333333
24.250416666666666,24.250416666666666
22.195416666666663,22.195416666666663
20.809166666666666,20.809166666666666
19.940416666666668,19.940416666666668
20.539166666666667,20.539166666666667
20.479583333333334,20.479583333333334
20.610833333333332,20.610833333333332
21.302083333333332,21.302083333333332
22.812916666666666,22.812916666666666
21.05333333333333,21.05333333333333
20.3825,20.3825
20.4475,20.4475
20.673750000000002,20.673750000000002
20.832916666666666,20.832916666666666
20.763333333333332,20.763333333333332
22.115416666666665,22.115416666666665
23.215,23.215
22.527916666666666,22.527916666666666
20.513333333333332,20.513333333333332
19.8,19.8
18.3675,18.3675
22.70375,22.70375
19.99153846153846,19.99153846153846
18.134999999999998,18.134999999999998
16.76,16.76
16.97,16.97
16.674999999999997,16.674999999999997
21.543333333333333,21.543333333333333
19.16,19.16
17.545416666666664,17.545416666666664
17.235416666666666,17.235416666666666
16.929166666666667,16.929166666666667
19.126250000000002,19.126250000000002
19.728333333333335,19.728333333333335
20.163333333333334,20.163333333333334
20.53375,20.53375
20.519583333333333,20.519583333333333
21.34375,21.34375
20.043333333333333,20.043333333333333
19.520833333333332,19.520833333333332
19.650000000000002,19.650000000000002
21.02541666666667,21.02541666666667
19.902916666666666,19.902916666666666
18.743750000000002,18.743750000000002
18.983333333333334,18.983333333333334
18.595416666666665,18.595416666666665
17.638749999999998,17.638749999999998
15.611666666666666,15.611666666666666
16.757083333333334,16.757083333333334
19.165,19.165
18.729166666666668,18.729166666666668
19.9425,19.9425
20.52,20.52
17.075,17.075
16.486842105263158,16.486842105263158
